"";"location_code";"x"
"1";"municip0301";1.06037527316126
"2";"municip1101";0.65802115972036
"3";"municip1103";0.606207695141142
"4";"municip1106";0.803446240867142
"5";"municip1108";0.485934153749431
"6";"municip1111";0.80084588617984
"7";"municip1112";0.448636705341314
"8";"municip1114";0.253286915339574
"9";"municip1119";0.390795316105715
"10";"municip1120";0.454957544303529
"11";"municip1121";0.542961953117699
"12";"municip1122";0.630420449199049
"13";"municip1124";0.496964748672903
"14";"municip1127";0.609050405616839
"15";"municip1130";0.608076202595253
"16";"municip1133";0.277984634134621
"17";"municip1134";0.395755634079139
"18";"municip1135";0.558917470584993
"19";"municip1144";0.688332739305476
"20";"municip1145";0.822250872701504
"21";"municip1146";0.789432232151057
"22";"municip1149";0.790566822576939
"23";"municip1151";0.77171693497715
"24";"municip1160";0.690969600953894
"25";"municip1505";0.545866198845998
"26";"municip1506";0.4226475629279
"27";"municip1507";0.407135768443837
"28";"municip1511";0.816137614624537
"29";"municip1514";0.922859829228461
"30";"municip1515";0.350807058766695
"31";"municip1516";0.723078652678582
"32";"municip1517";0.514534697460041
"33";"municip1520";0.486980379741513
"34";"municip1525";0.153742791223851
"35";"municip1528";0.213455780485686
"36";"municip1531";0.815472486753001
"37";"municip1532";0.528276178391376
"38";"municip1535";0.254139522884176
"39";"municip1539";0.718282366014542
"40";"municip1547";0.197850093071032
"41";"municip1554";0.11557857286419
"42";"municip1557";0.519579751667516
"43";"municip1560";0.476424214306746
"44";"municip1563";0.336691619198759
"45";"municip1566";0.471524377377465
"46";"municip1573";0.335330011756845
"47";"municip1576";0.643445608201719
"48";"municip1577";0.456342485154043
"49";"municip1578";0.6746385690862
"50";"municip1579";0.306288821503482
"51";"municip1804";0.579648620247222
"52";"municip1806";0.298654079348415
"53";"municip1811";0.450860781022651
"54";"municip1812";0.749347352847952
"55";"municip1813";0.548897219771399
"56";"municip1815";0.93279100875082
"57";"municip1816";0.695415032973648
"58";"municip1818";0.385930856068254
"59";"municip1820";0.401978786291548
"60";"municip1822";0.845677182660081
"61";"municip1824";0.249803448112318
"62";"municip1825";0.708776317148174
"63";"municip1826";0.481653289037278
"64";"municip1827";0.995019095772659
"65";"municip1828";0.381099712497074
"66";"municip1832";0.345262807298818
"67";"municip1833";0.256954726946472
"68";"municip1834";0.377384419058442
"69";"municip1835";0.913293975050944
"70";"municip1836";0.490954988496444
"71";"municip1837";0.626236893390337
"72";"municip1838";0.357323556924464
"73";"municip1839";0.548234857739845
"74";"municip1840";0.332109993338001
"75";"municip1841";0.441406963666942
"76";"municip1845";0.629073464777499
"77";"municip1848";0.751246141408165
"78";"municip1851";0.344571518355914
"79";"municip1853";0.453458615536067
"80";"municip1856";0.676580213134564
"81";"municip1857";0.617879994606217
"82";"municip1859";1.04962382719366
"83";"municip1860";0.944494821594878
"84";"municip1865";0.333838403906524
"85";"municip1866";0.495993267227695
"86";"municip1867";0.271478950835394
"87";"municip1868";0.478866290862114
"88";"municip1870";0.570065104445834
"89";"municip1871";0.546862064408505
"90";"municip1874";1.08476519669918
"91";"municip1875";0.508425743648451
"92";"municip3001";0.784466505991621
"93";"municip3002";0.930668565719095
"94";"municip3003";0.82801889038915
"95";"municip3004";0.880695102945654
"96";"municip3005";0.817037025067646
"97";"municip3006";0.665802956047876
"98";"municip3007";0.605496960448601
"99";"municip3011";0.616197798604341
"100";"municip3012";0.914720426531484
"101";"municip3013";0.715480131805706
"102";"municip3014";0.988246474820057
"103";"municip3015";0.755363791422685
"104";"municip3016";0.537652927304573
"105";"municip3017";0.765433858006619
"106";"municip3018";0.772526400886197
"107";"municip3019";0.805243528651463
"108";"municip3020";0.829890767293291
"109";"municip3021";0.738639366379661
"110";"municip3022";0.924662493721102
"111";"municip3023";0.900023071967335
"112";"municip3024";0.973625995265295
"113";"municip3025";0.874239852765885
"114";"municip3026";0.513204625337995
"115";"municip3027";0.910391512337308
"116";"municip3028";1.10851108737258
"117";"municip3029";1.00592931224309
"118";"municip3030";0.947044074437532
"119";"municip3031";0.848309665653241
"120";"municip3032";0.711107087299138
"121";"municip3033";0.847457945128998
"122";"municip3034";0.658352629075017
"123";"municip3035";0.796318393564312
"124";"municip3036";0.746582537292947
"125";"municip3037";0.627776628945801
"126";"municip3038";0.74403791908725
"127";"municip3039";0.775805975055224
"128";"municip3040";0.877904415967015
"129";"municip3041";0.872568423906676
"130";"municip3042";0.977874539128498
"131";"municip3043";0.917393800060436
"132";"municip3044";1.20340940251615
"133";"municip3045";0.200354252451131
"134";"municip3046";0.314429569025484
"135";"municip3047";0.50526642623637
"136";"municip3048";0.408372463771307
"137";"municip3049";0.838242801968535
"138";"municip3050";0.801204961424637
"139";"municip3051";0.722704527900606
"140";"municip3052";0.766872998187064
"141";"municip3053";0.64689351176701
"142";"municip3054";0.726533452561893
"143";"municip3401";0.504922475069448
"144";"municip3403";0.973890760177049
"145";"municip3405";0.779838754317497
"146";"municip3407";0.577383352458177
"147";"municip3411";0.813513770365139
"148";"municip3412";0.783898840188025
"149";"municip3413";0.771920340905492
"150";"municip3414";0.654053211373614
"151";"municip3415";1.08151766784057
"152";"municip3416";0.639826920655248
"153";"municip3417";0.736118744360682
"154";"municip3418";0.327683233177805
"155";"municip3419";0.634562544669301
"156";"municip3420";0.570158819445074
"157";"municip3421";0.848637037823558
"158";"municip3422";0.754802293435927
"159";"municip3423";0.290835911373701
"160";"municip3424";0.373625806040891
"161";"municip3425";1.03716584539427
"162";"municip3426";0.422045129411317
"163";"municip3427";0.128054832821211
"164";"municip3428";0.549631825296245
"165";"municip3429";0.436596170955396
"166";"municip3430";0.625679459086037
"167";"municip3431";0.869312677721628
"168";"municip3432";0.752994438747786
"169";"municip3433";0.709088566297835
"170";"municip3434";0.797227203768265
"171";"municip3435";0.548219347526574
"172";"municip3436";0.881685666535181
"173";"municip3437";1.13540838966679
"174";"municip3438";0.75885043625064
"175";"municip3439";0.860374843715634
"176";"municip3440";0.424746482088038
"177";"municip3441";0.637133976813134
"178";"municip3442";0.394170517223557
"179";"municip3443";0.635632140624227
"180";"municip3446";0.683700588640658
"181";"municip3447";0.669416024892703
"182";"municip3448";0.240237284592535
"183";"municip3449";0.242048591764351
"184";"municip3450";0.476818398843225
"185";"municip3451";0.763040254936469
"186";"municip3452";0.592578499979152
"187";"municip3453";0.220002696288159
"188";"municip3454";0.42553846030408
"189";"municip3801";0.633009705330717
"190";"municip3802";0.635630370290835
"191";"municip3803";0.652554817469325
"192";"municip3804";0.530014449776612
"193";"municip3805";0.570046954808892
"194";"municip3806";0.311072737671856
"195";"municip3807";0.56505815724578
"196";"municip3808";0.307674109275245
"197";"municip3811";0.629730535921376
"198";"municip3812";0.68737856998324
"199";"municip3813";0.411447172325335
"200";"municip3814";0.240029705597775
"201";"municip3815";0.370829915771955
"202";"municip3816";0.692729422298549
"203";"municip3817";0.15967750646461
"204";"municip3818";0.275008906647893
"205";"municip3819";0.685948389354294
"206";"municip3820";0.482721230927589
"207";"municip3821";0.295141470517062
"208";"municip3822";0.451328465135112
"209";"municip3823";0.486695505617603
"210";"municip3824";0.323305306306865
"211";"municip3825";0.625658320253785
"212";"municip4201";0.0972288557986963
"213";"municip4202";0.155075597702486
"214";"municip4203";0.526673537697669
"215";"municip4204";0.839984321190478
"216";"municip4205";0.647593932539394
"217";"municip4206";0.624900041643797
"218";"municip4207";0.0717050180506562
"219";"municip4211";0.683300614664651
"220";"municip4212";0.327006497533183
"221";"municip4213";0.376421328666252
"222";"municip4214";0.470833468034458
"223";"municip4215";0.606245207779995
"224";"municip4216";0.584943060914842
"225";"municip4217";0.637890266892611
"226";"municip4218";0.845899265246098
"227";"municip4219";0.541814812878727
"228";"municip4220";0.864892179232993
"229";"municip4221";0.509914411642121
"230";"municip4222";1.04831221093735
"231";"municip4223";0.704781780721356
"232";"municip4224";0.577782141217167
"233";"municip4225";0.416345469501942
"234";"municip4226";0.664816148975682
"235";"municip4227";0.265127321468143
"236";"municip4228";0.639683056972952
"237";"municip4601";0.883780604516721
"238";"municip4602";0.516423993533097
"239";"municip4611";0.671673152529782
"240";"municip4612";1.00111705666759
"241";"municip4613";0.420895769001555
"242";"municip4614";0.391126291856231
"243";"municip4615";0.924112471482687
"244";"municip4616";0.254221564144325
"245";"municip4617";0.353028923561838
"246";"municip4618";0.0588284804250073
"247";"municip4619";0.573456995580128
"248";"municip4620";0.886097735351073
"249";"municip4621";0.843684164362221
"250";"municip4622";0.641276872441696
"251";"municip4623";0.280195956698954
"252";"municip4624";0.553093498879669
"253";"municip4625";0.948508257161688
"254";"municip4626";0.764986403488026
"255";"municip4627";0.725969235522486
"256";"municip4628";0.516391554746917
"257";"municip4629";0.720959278772979
"258";"municip4630";1.0783440426539
"259";"municip4631";0.60232338076373
"260";"municip4632";0.247002823731142
"261";"municip4633";0.668465731368903
"262";"municip4634";0.669066952286361
"263";"municip4635";0.30942454431262
"264";"municip4636";0.994757973812452
"265";"municip4637";0.479523452197167
"266";"municip4638";0.594491473066102
"267";"municip4639";0.518836362321752
"268";"municip4640";0.422650958034963
"269";"municip4641";0.387372611748498
"270";"municip4642";0.322112811429974
"271";"municip4643";0.300529805300068
"272";"municip4644";0.585195950889248
"273";"municip4645";0.240826250161589
"274";"municip4646";0.248634374478422
"275";"municip4647";0.576001728171752
"276";"municip4648";0.411081099566543
"277";"municip4649";0.0656997805395825
"278";"municip4650";0.601408600635306
"279";"municip4651";0.806716057142449
"280";"municip5001";0.785208445091202
"281";"municip5006";0.544721522768213
"282";"municip5007";0.35364885745329
"283";"municip5014";0.131267430850768
"284";"municip5020";0.804305658344107
"285";"municip5021";0.638015516687773
"286";"municip5022";0.880539560336137
"287";"municip5025";0.115633781314661
"288";"municip5026";0.619941788032463
"289";"municip5027";0.7100233620835
"290";"municip5028";0.25353722189724
"291";"municip5029";0.480850607066234
"292";"municip5031";0.529459947545241
"293";"municip5032";0.774567506168047
"294";"municip5033";0.621722579737772
"295";"municip5034";0.54190911440717
"296";"municip5035";0.396280600224828
"297";"municip5036";1.19792726691139
"298";"municip5037";0.668281376140795
"299";"municip5038";0.617903260837128
"300";"municip5041";0.595968104836436
"301";"municip5042";0.470998896757145
"302";"municip5043";0.691123534739861
"303";"municip5044";0.57466269796951
"304";"municip5045";0.781938726547785
"305";"municip5046";0.744332106657667
"306";"municip5047";0.696093561827244
"307";"municip5049";0.524568069065002
"308";"municip5052";0.662870999945122
"309";"municip5053";0.648089983830654
"310";"municip5054";0.319038297284935
"311";"municip5055";0.378737945639734
"312";"municip5056";0.433098650142898
"313";"municip5057";0.659074870469804
"314";"municip5058";0.359957230206389
"315";"municip5059";0.536692616780642
"316";"municip5060";0.0679333678830561
"317";"municip5061";0.34992515457446
"318";"municip5401";0.852531896606025
"319";"municip5402";0.369027867294011
"320";"municip5403";0.31078774642251
"321";"municip5404";0.601907407139172
"322";"municip5405";0.480584712046874
"323";"municip5406";0.668432908739005
"324";"municip5411";0.62913628128263
"325";"municip5412";0.361173071285503
"326";"municip5413";0.723136076309183
"327";"municip5414";0.519695181694094
"328";"municip5415";0.957464860852737
"329";"municip5416";0.509767239207831
"330";"municip5417";0.713733586237867
"331";"municip5418";0.24183480483481
"332";"municip5419";0.427913109581336
"333";"municip5420";0.526548909945651
"334";"municip5421";0.637030126805413
"335";"municip5422";0.4083647590672
"336";"municip5423";0.711732142955397
"337";"municip5424";0.620370863308636
"338";"municip5425";0.373754506164918
"339";"municip5426";0.343001742282535
"340";"municip5427";0.487170475423983
"341";"municip5428";0.442248417157906
"342";"municip5429";0.506840923362313
"343";"municip5430";0.47380924774747
"344";"municip5432";0.576772730701968
"345";"municip5433";0.540743727517691
"346";"municip5434";0.926665018250252
"347";"municip5435";0.592216979956644
"348";"municip5436";0.674574077295941
"349";"municip5437";0.522187925206909
"350";"municip5438";0.47701747508228
"351";"municip5439";0.51964605428803
"352";"municip5440";0.555127989641406
"353";"municip5441";0.47984812658857
"354";"municip5442";0.810172976033303
"355";"municip5443";0.572506126980685
"356";"municip5444";0.376656450846051
